Keyword,Significance,Support,Frequency
"воспитание",2.259289,23,29
"восполнение",0.026597,2,2
"воспоминание",3.084232,33,38
"воспроизведение",0.208564,5,5
"воспроизводство",0.138379,3,3
"восстание",0.505154,8,8
"восстановление",4.960797,49,65
"восток",0.707745,8,11
"восторг",1.297005,14,15
"востребованность",0.188858,4,4
"восхищение",0.27729,4,4
"восход",0.156759,4,5
"воч",0.018572,5,5
"вошь",0.038926,2,2
"впадина",0.391358,12,14
"впечатление",4.891421,53,57
"враньё",0.10467,2,3
"врата",0.061566,1,2
"вратарь",0.22084,3,3
"врачиха",0.012969,1,3
"вред",4.264618,45,51
"вредитель",0.158592,2,7
"вредное вещество",1.994373,4,4
"вредный для здоровья",2.354109,2,2
"вредонос",0.020277,6,7
"время жизни",5.674426,2,2
"время игры",7.781278,5,5
"времяпровождение",0.03592,2,2
"вручение",0.195432,3,3
"всасывание",0.044296,3,3
"всег",0.012424,1,2
"вседозволенность",0.053221,2,2
"вскрытие",0.138379,3,3
"всплеск",0.524263,7,7
"вспышка",0.901445,11,13
"вставка",0.073612,2,2
"встерчу",0.013429,2,2
"встреча",19.745752,202,252
"вступление",0.608357,7,7
"всход",0.094527,3,3
"всякое",0.141405,4,4
"втора",0.155825,6,6
"вторжение",0.314193,5,5
"вторичный продукт",1.365494,1,2
"второй этаж",2.919624,3,3
"вторсырье",0.055937,2,2
"вуаля",0.096362,4,4
"вуз",1.686641,20,22
"вук",0.013429,2,2
"вулкан",0.217696,4,4
"вход",2.473698,28,30
"входная дверь",1.662449,3,3
"входные данные",3.678621,2,2
"вхождение",0.121839,2,2
"выбивание",0.038926,2,2
"выбор",14.529124,138,201
"выборка",0.099512,2,2
"выброс",1.251795,10,21
"выведение",0.339895,6,10
"вывеска",0.294809,3,7
"выветривание",0.012424,1,2
"вывод",5.154633,57,63
"выводиззапоя",0.054573,26,26
"вывоз",0.97806,10,17
"выг",0.013429,2,2
"выгорание",0.121676,9,12
"выдавливание",0.034599,1,2
"выдача",1.65353,16,22
"выделение",0.36458,4,4
"выдержка",0.43587,7,7
"выдох",0.222525,10,28
"выдумка",0.324241,5,6
"выезд",0.953879,11,13
"выживалка",0.014199,2,3
"выживание",3.712799,43,51
"выжигание",0.018331,2,3
"выздоровление",0.988728,17,27
"вызов",1.423292,16,17
"вызывание",0.013429,2,2
"вый",0.015143,3,3
"выкидыш",0.02455,1,2
"выкройка",0.164611,2,2
"выкуп",0.467507,4,7
"вылет",0.407661,6,6
"вымогательство",0.135522,2,2
"вынос",0.163238,5,5
"выносливость",0.177534,4,6
"выпадение",0.328621,7,16
"выпал",0.050457,2,2
"выпечка",0.408514,6,7
"выпивка",0.150879,5,5
"выписка",0.250688,4,4
"выплата",2.456764,23,33
"выполняемый заказ",2.402917,2,2
"выпуск",6.471155,68,79
"выпускник",1.072025,11,13
"выпускной",0.09874,3,4
"выпь",0.022395,2,3
"выработка",0.586303,7,7
"выработок",0.082925,2,2
"выравнивание",0.061234,2,2
"выражение",2.482418,25,31
"выражение лица",2.087362,2,2
"выразительность",0.058608,2,2
"выращивание",0.254063,4,5
"вырезка",0.068845,2,2
"выродок",0.023386,2,2
"вырубка",0.246922,3,4
"вырубок",0.061234,2,2
"выручка",1.558208,16,19
"выселение",0.119388,3,3
"высказывание",6.849944,69,86
"высокий уровень",8.498425,12,14
"высокое качество",3.862528,3,3
"высота",3.374318,35,41
"выставка",2.986637,27,45
"выстраивание",0.082925,2,2
"выстрел",0.516072,6,6
"выступление",6.620814,67,85
"вытеснение",0.096565,2,3
"выть",0.026597,2,2
"вытяжка",0.055937,2,2
"выход",16.108729,177,190
"выход на посадку",1.982702,2,2
"выходец",0.159838,2,2
"выходка",0.170666,3,3
"выходной",5.613368,62,66
"вычес",0.021461,5,10
"вычет",0.49709,8,11
"вычёсывание",0.012969,1,3
"вышивка",0.256264,3,3
"вышка",0.168851,4,4
"выявление",0.645339,8,8
"выяснение",0.40432,6,6
"вьетнамка",0.013429,2,2
"вяз",0.013429,1,4
"вязание",0.398085,5,5
"вёрстка",0.137407,4,4
"гад",0.142879,4,4
"гадалка",0.077725,4,5
"гадание",0.09874,3,4
"гаджет",0.679844,14,16
"гадость",0.406465,7,7
"газ",1.098339,12,14
"газета",1.161129,12,14
"газировка",0.131372,6,6
"газон",0.246922,3,4
"газообразование",0.027005,5,5
"гаишник",0.139993,2,3
"гайд",0.046956,5,7
"гайка",0.108719,1,4
"гайморит",0.036243,2,5
"гайца",0.012424,1,2
"гал",0.029756,2,2
"галактика",0.603968,7,14
"галерея",1.465188,15,19
"галлюцинация",0.111143,5,5
"галочка",0.317398,4,7
"галстук",0.24797,4,4
"гамбургер",0.036033,2,2
"гамма",0.582048,7,7
"ган",0.016441,1,2
"гангрена",0.032864,2,2
"гараж",0.941764,10,13
"гарантия",2.69007,26,36
"гардеробная",0.026597,2,2
"гармонизация",0.047647,2,2
"гармония",4.434214,48,64
"гармошка",0.028408,1,2
"гарнитур",0.032864,2,2
"гарнитура",0.023386,2,2
"гарь",0.053221,2,2
"гастарбайтер",0.145761,1,4
"гастрит",0.10765,6,10
"гастроль",0.316647,4,4
"гастромаркет",0.012424,1,2
"гать",0.012424,1,2
"гатэ",0.013429,1,4
"гач",0.012812,2,2
"гача",0.013884,2,3
"гвоздик",0.030577,2,2
"гвоздика",0.066262,2,3
"гвоздь",0.418307,5,6
"гда",0.025334,5,16
"гей",0.192722,3,4
"гейм",0.055937,2,2
"геймер",0.572363,30,36
"геймификация",0.023279,6,10
"геймплей",0.118658,17,17
"гель",0.092685,2,3
"гем",0.013429,2,2
"гематология",0.013429,2,2
"гематома",0.078591,6,6
"гемоглобин",0.049601,3,4
"геморрой",0.111405,6,8
"ген",0.90221,8,25
"гендер",0.013429,2,2
"гендиректор",0.187624,2,2
"генерал",0.706872,8,9
"генеральный директор",5.38628,26,27
"генератор",0.300229,4,4
"генерация",0.398085,5,5
"генетика",0.132591,4,4
"генетический код",0.784925,1,2
"гениальность",0.049847,1,2
"гений",0.795296,10,12
"гео",0.023454,2,4
"география",0.176491,2,2
"геолог",0.200227,3,6
"геология",0.087297,2,2
"гепатит",0.215753,3,7
"герб",0.236551,4,4
"героизм",0.101672,3,3
"героин",0.190516,3,3
"героиноваязависимость",0.054573,26,26
"героиня",1.477116,16,18
"герой",19.219172,175,278
"гибель",11.156801,103,153
"гибельность",0.013429,2,2
"гибкость",0.406465,7,7
"гибрид",0.078395,2,2
"гигиена",0.375007,8,10
"гид",0.232637,4,4
"гидра",0.033141,2,2
"гидрокарбонат",0.013223,1,4
"гидротехническое сооружение",0.448403,2,2
"гие",0.013429,2,2
"гильдия",0.114142,2,5
"гимнастика",1.935686,34,34
"гимнастка",0.277345,11,11
"гин",0.013429,2,2
"гина",0.013429,2,2
"гинеколог",0.146791,4,4
"гиперопека",0.016802,2,2
"гиперответственность",0.013429,2,2
"гипертензия",0.026597,2,2
"гипертония",0.215957,7,7
"гипноз",0.105555,3,3
"гипотония",0.015143,3,3
"гироскутер",0.012424,1,2
"гитара",2.137256,23,35
"гитарист",0.384617,10,12
"гифка",0.013429,2,2
"гия",0.069324,12,12
"глава",12.38108,128,162
"главарь",0.347559,10,10
"глагол",0.992436,15,39
"гладиатор",0.020121,2,2
"гладь",0.165772,3,3
"глаз",18.828963,184,247
"глазнюк",0.012424,1,2
"глазок",0.320468,4,4
"глас",0.055937,2,2
"гласная",0.050655,4,6
"гласный",0.145885,5,7
"глина",0.509751,6,8
"глицерин",0.026167,1,2
"глобализация",0.097002,1,3
"глоток",0.255138,5,6
"глубина",3.213648,33,40
"глубинка",0.138329,2,3
"глупость",1.025488,8,18
"глутамат",0.014849,2,4
"глушь",0.094527,3,3
"глыба",0.08207,2,3
"глюк",0.067408,2,7
"глюкоза",0.248104,7,7
"гнев",5.579532,41,103
"гнездо",0.384607,5,6
"гной",0.030549,3,6
"гоблин",0.03519,3,3
"говнофон",0.012424,1,2
"говорение",0.04888,3,3
"говоритъ",0.012424,1,2
"говядина",0.15824,3,4
"годик",0.248277,6,6
"годовщина",0.783057,10,10
"гол",3.286118,38,39
"голды",0.014199,2,3
"голень",0.187506,7,11
"голкипер",0.092279,2,2
"голова",18.220083,173,246
"головная боль",5.918503,18,25
"головной мозг",3.510166,7,7
"головокружение",0.21551,8,9
"головоломка",1.031061,30,48
"голод",2.201025,24,26
"голодание",0.023386,2,2
"голодный",0.109105,3,3
"голос",7.835892,68,118
"голосование",1.218897,12,16
"голосок",0.055937,2,2
"голуба",0.026793,2,2
"голубь",0.12977,1,6
"гомосек",0.01481,1,2
"гонка",1.691352,18,21
"гонок",0.536056,7,9
"гонор",0.013429,2,2
"гонщик",0.484726,9,9
"гопник",0.04888,3,3
"гора",5.32821,58,64
"гордость",2.06447,22,25
"гордыня",0.336263,8,11
"горе",12.822755,119,192
"горение",0.249079,8,9
"горесть",0.023604,4,4
"горечь",0.742223,11,15
"горизонт",1.356598,16,17
"горка",0.772948,10,11
"горло",1.747113,18,23
"гормон",0.855106,12,17
"горный козел",0.756406,2,2
"город",30.749135,283,442
"горожанин",2.57502,27,33
"гороскоп",0.113106,4,5
"горох",0.322177,5,8
"горошек",0.087297,2,2
"горсть",0.171153,5,6
"гортензия",0.032864,2,2
"горчица",0.165274,5,6
"горшок",0.521461,6,10
"горькая",0.053221,2,2
"горячеи",0.013429,2,2
"горячка",0.034197,2,3
"госзакупка",0.251812,4,6
"госкорпорация",0.177667,3,3
"госорган",0.097567,2,2
"господдержка",0.510405,9,10
"господин",1.663896,20,24
"гостеприимство",0.091516,2,2
"гостиная",0.27903,5,5
"гость",9.906223,106,120
"гостья",0.085131,2,2
"государственная служба",1.781333,2,2
"государственность",0.211239,3,4
"государственный орган",1.79456,2,2
"государственный служащий",1.991358,3,3
"государство",29.882853,274,430
"госуслуга",0.116663,4,4
"госучастие",0.032864,2,2
"готика",0.044788,2,2
"готовимслюбовье",0.025334,8,10
"готовка",0.09056,2,2
"готовность",2.703271,28,34
"гофрокартон",0.047647,2,2
"граб",0.01481,1,2
"грабли",0.086181,3,3
"грабёж",0.146787,2,2
"гравюра",0.239405,5,9
"град",0.214598,5,5
"градус",1.380117,14,17
"гражданин",7.402319,60,122
"гражданство",0.327363,4,4
"грамотность",3.889337,53,99
"гран",0.027376,2,2
"гранат",0.081087,3,3
"граната",0.078395,2,2
"гранд",0.289805,5,6
"граница",6.287689,61,83
"граница города",5.315432,7,7
"грант",2.140612,24,31
"гранула",0.050457,2,2
"грань",2.285387,26,26
"граф",0.462809,6,7
"графа",2.006198,34,64
"график",2.340681,25,28
"график платежей",1.750642,4,6
"график работы",3.680618,2,2
"графика",2.715431,32,34
"гребень",0.068845,2,2
"гребешок",0.061234,2,2
"гренок",0.013086,2,2
"грех",2.062178,21,26
"грецкий орех",0.970225,4,4
"гречка",0.079568,2,2
"грешник",0.177667,3,3
"гриб",1.635,15,26
"грибок",0.165115,6,15
"гриль",0.143119,5,6
"гримёрка",0.040562,1,2
"грипп",0.497551,7,8
"гроб",0.392557,5,6
"гром",0.070545,1,2
"гроссмейстер",0.074831,3,3
"грош",0.109105,3,3
"грубая ошибка",1.553297,2,2
"грудка",0.08129,4,5
"грудь",2.960433,28,40
"груз",1.516297,16,18
"грузин",0.11602,3,3
"грузовик",0.577465,7,7
"грузчик",0.08265,3,3
"грумер",0.028858,11,11
"груминг",0.095724,44,58
"грунт",0.572535,7,7
"группа",43.768922,424,587
"группировка",1.66187,17,21
"грусть",0.661654,10,11
"груша",0.085131,2,2
"грыжа",0.029801,1,3
"грызун",0.222041,6,6
"грядка",0.246826,4,7
"грядочка",0.012969,1,3
"грязь",2.123539,22,26
"губа",2.02518,20,26
"губернатор",0.169861,2,2
"губерния",0.14144,2,2
"губка",0.180989,5,5
"гулянка",0.032864,2,2
"гуманитарий",0.050457,2,2
"гуманоид",0.012424,1,2
"гуру",0.198829,5,7
"гусь",0.217971,5,5
"гуща",0.164325,5,6
"давка",0.073704,2,2
"давление",3.237044,32,43
"давность",0.348496,4,4
"дайвер",0.018603,2,2
"дайвинг",0.032864,2,2
"дайджест",0.165615,24,40
"дайджестновость",0.020286,6,6
"даль",0.207272,4,4
"дальнобойщик",0.044296,3,3
"дальность",0.358317,5,9
"дамба",0.085131,2,2
"дамочка",0.184459,5,6
"дамп",0.013429,2,2
"дан",0.624499,12,13
"дань",0.20013,3,3
"дарага",0.012969,1,3
"даркнет",0.013429,2,2
"датасет",0.013429,2,2
"датчанин",0.109173,3,3
"дача",0.869554,9,11
"двадцатка",0.095586,2,2
"дверца",0.15824,3,4
"дверь",7.966132,78,104
"движение",11.305179,107,164
"движок",0.15585,4,4
"движущая сила",4.038201,4,4
"двойка",0.23846,4,5
"двойник",0.503206,13,16
"двойственность",0.062183,3,3
"двор",3.083749,32,38
"дворец",0.886811,9,12
"дворник",0.105481,1,3
"двушка",0.105272,5,6
"ддержка",0.012424,1,2
"дебаффам",0.012424,1,2
"дебаффы",0.012424,1,2
